rnn_unit,Best Epoch,Validation Loss,F1 Score,Precision,Recall
32,16,0.026128925,0.9004981452040276,0.984375,0.8327804806132979
64,17,0.021462273,0.9243778801843318,0.9852941176470589,0.8745331465919701
128,20,0.020870332,0.9512553418803418,0.9861111111111112,0.9209850606909431
